JL	Control_1	Control_2	Control_3
ENST00000414912	25.082	19.143	74.082	87.101
ENST00000082468	42.86	31.215	32.547	43.055
ENST00000513047	0	0	0	0
ENST00000502361	5.402	11.329	27.405	22.273
ENST00000409063	0	0	0	0
ENST00000312428	41	14.288	8	6
ENST00000484183	0	0	0	0
ENST00000438565	0	0	0	0
ENST00000493844	0	0	0	0
ENST00000475293	0	0	1	0
ENST00000410072	0	8.712	0	0
ENST00000427816	0	0	0	0
ENST00000416007	1311.511	1488.881	947.923	881.299
ENST00000318473	135.252	219.914	154.625	129.74
ENST00000359527	63.133	73.249	94.182	35.287
ENST00000604154	0	0	0	0
ENST00000604768	3	6.998	6	2.566
ENST00000605579	0	5.918	0	0
ENST00000604336	16.925	63.192	11.001	14.068
ENST00000603913	32.03	91.888	79.352	73.21
ENST00000603139	0	0	1.961	0
ENST00000604160	3.534	8.132	2.355	11.71
ENST00000621657	19.64	4.51	23.602	14.565
ENST00000512047	0	0.99	0	0
ENST00000375734	8441.322	20636.875	20044.218	12466.976
ENST00000263895	11932.877	38183.205	24653.344	19409.662
ENST00000409557	0	13.938	145.858	57.692
ENST00000497865	11.866	0	0	34.254
ENST00000473639	43.836	95.817	102.743	73.847
ENST00000466334	9.272	42.036	20.095	24.97
ENST00000472416	0	14.179	1.146	3.76
ENST00000454202	37.712	433.338	33.156	59.434
ENST00000439275	17.259	59.422	0	16.263
ENST00000457736	0	0	0	0
ENST00000613973	0	0	0	0
ENST00000591843	0	0	0	0
ENST00000343587	8.172	0	0	0
ENST00000587318	0	0	0	0
ENST00000242770	28.105	38.923	12.409	9.89
ENST00000589083	128.837	232.529	129.942	92.582
ENST00000587230	2193.48	2564.723	1757.129	1819.323
ENST00000593126	11.242	11.036	0	10.022
ENST00000440593	9.777	24.007	14.095	17.036
ENST00000588848	3.531	52.499	26.425	11.42
ENST00000591415	0	0	0	0
ENST00000591197	90.041	144.289	96.433	114.231
ENST00000257017	445.59	27.012	53.047	40
ENST00000326294	0	0	8.64	0
ENST00000526104	2994.308	7216.604	3711.961	4256.759
ENST00000325207	2043.201	3619.769	3704.065	3555.744
ENST00000528357	11.248	23.563	11.584	16.892
ENST00000526982	19.246	256.969	168.486	153.311
ENST00000532373	0	4.833	3.927	18.489
ENST00000530889	16.333	32.674	65.727	41.198
ENST00000527696	1351.09	3166.295	3998.08	2778.459
ENST00000527468	41.523	179.583	121.677	117.7
ENST00000527728	11.046	7.372	1.711	0
ENST00000527039	0	8.026	0	0
ENST00000530149	119.351	391.811	361.367	342.704
ENST00000532241	9.405	10.563	14.504	15.439
ENST00000524854	11.874	39.317	24.96	31.916
ENST00000529275	24.062	63.476	16.49	20.052
ENST00000526557	18.541	403.263	38.424	113.469
ENST00000531541	22.938	287.298	42.957	75.042
ENST00000626818	0	0	0	0
ENST00000429667	0	0	0	0
ENST00000616303	0	0	0	0
ENST00000225665	2321.072	4224.678	2540.779	2579.423
ENST00000574710	28.408	32.447	70.706	51.432
ENST00000544061	29.81	52.744	67.976	68.494
ENST00000576951	0	200.667	0	0
ENST00000570543	5.693	12.039	6	2.007
ENST00000414520	0	0	0	0
ENST00000414933	2059.931	0	0	0
ENST00000444369	0	0	0	0
ENST00000456421	0	0	0	0
ENST00000488004	0	0	0	0
ENST00000454929	0	0	0	0
ENST00000456679	0	0	0	0
ENST00000379445	0	0	0	0
ENST00000514851	0	0	0	0
ENST00000395322	0	0	0	0
ENST00000620385	0	0	0	0
ENST00000379953	0	0	0	0
ENST00000230568	0	0	3	3
ENST00000303225	0	0	0	0
ENST00000458379	1	0	0	1
ENST00000589918	0	0	0	0
ENST00000589620	0	0	0	0
ENST00000589714	0	0	0	0
ENST00000587048	0	0	0	0
ENST00000585715	0	0	0	0
ENST00000587183	0	0	0	0
ENST00000593144	0	0	0	0
ENST00000588539	0	0	0	0
ENST00000467771	31.044	17.343	54.12	51.679
ENST00000462440	0	0	0	3.479
ENST00000650332	31.696	60.67	136.575	26.003
ENST00000475722	11.998	25.856	13.331	1.561
ENST00000450884	7.04	0	0	0
ENST00000271620	363.922	491.332	355.328	532.114
ENST00000368937	0	31.042	0	0
ENST00000431193	6.521	17.196	1.974	1.808
ENST00000368936	249.8	196.735	130.112	52.443
ENST00000368935	34.584	0	0	0
ENST00000368934	98.396	62.826	211.559	89.919
ENST00000641638	0	0	0	0
ENST00000396950	0	0	0	0
ENST00000532598	0	0	0	0
ENST00000506619	0	0	0	0
ENST00000515566	0	0	0	0
ENST00000615989	0	0	0	0
ENST00000303221	4	13.866	76.002	0
ENST00000505896	0	0	0	0
ENST00000508934	0	1.134	0	0
ENST00000514111	0	0	0	0
ENST00000506190	0	0	0	0
ENST00000641159	0	0	0	0
ENST00000507227	0	0	0	0
ENST00000448586	0	0	0	0
ENST00000489761	0	0	0	0
ENST00000419474	115.029	71	167.904	108
ENST00000606808	0	0	0	0
ENST00000412565	0	0	2.804	0
ENST00000555334	0	0	0	0
ENST00000615307	0	0	1.293	0
ENST00000471979	17.023	0	0	4.122
ENST00000510051	12.651	6.63	0	15.964
ENST00000360916	365.096	229.386	310.98	279.55
ENST00000295290	32.548	289.237	106.339	98.266
ENST00000514485	0	8.295	7.562	0
ENST00000444671	166.861	77.41	55.646	54.56
ENST00000508753	1.019	0	1.008	0
ENST00000510700	0	0	0	2.499
ENST00000503585	230.24	273.343	162.96	154.315
ENST00000506745	0	6.072	19.042	8.787
ENST00000514663	0	0	0	0
ENST00000509469	3.687	0	0	0
ENST00000515339	0	5.522	2.196	0
ENST00000513861	0	0	16.222	0
ENST00000508952	69.435	105.644	46.382	48.825
ENST00000502374	5.769	7.321	0	0
ENST00000511160	0	1.06	0	5.301
ENST00000504630	0	0	0	0
ENST00000513590	3.884	4.477	13.617	17.414
ENST00000514292	1.051	0	2.69	1.031
ENST00000502938	0	5.682	1.335	6.016
ENST00000506702	24.8	68.377	24.901	18.279
ENST00000509625	1.112	0	0	0
ENST00000505160	0	0	0	0
ENST00000506951	11.451	4.291	0	12.987
ENST00000507634	44.968	28.149	28.489	29.651
ENST00000503747	0	3.085	0	0
ENST00000513459	70.273	80.733	44.466	38.733
ENST00000467997	0	0	0	0
ENST00000511089	3.241	10.872	0	0
ENST00000506457	0	0	0	0
ENST00000506552	0	3.32	5.679	2.701
ENST00000506648	5.004	4.092	2.014	3.001
ENST00000514853	0	0	0	0
ENST00000506670	0	0	0	0
ENST00000513708	0	0	0	0
ENST00000372587	2	0	0	0
ENST00000490783	0	0	1	0
ENST00000467046	0	0	0	2
ENST00000467872	0	0	0	0
ENST00000460255	0	0	0	0
ENST00000588577	59.468	112.583	61.166	87.753
ENST00000269466	334.282	568.899	402.68	424.193
ENST00000586966	33.012	23	40	35
ENST00000591429	0	43.185	0	0
ENST00000378045	621	814.005	733	633
ENST00000483115	0	0	0	0
ENST00000293860	372	557	434	537.596
ENST00000481810	0	0	0	4.585
ENST00000377961	0	0	0	0
ENST00000612225	0	0	0	0
ENST00000334979	0	0	0	0
ENST00000571816	308.845	646.991	329.73	172.077
ENST00000571365	0	26.603	4.928	0
ENST00000573404	2.519	7.967	6.479	7.808
ENST00000576452	9.936	19.506	39.701	18.92
ENST00000572430	0	39.193	0	0
ENST00000262482	1496.575	3696.748	1348.326	1038.199
ENST00000570328	2.321	0	1.043	1.12
ENST00000575111	974.001	996.819	1207.339	1094.463
ENST00000576229	464.386	429.395	208.957	189.158
ENST00000570492	0	0	3.822	0
ENST00000575400	17.104	13.382	26.014	27.378
ENST00000572554	0	9.045	4.267	1.34
ENST00000572382	0	20.283	31.387	14.645
ENST00000576965	0	0	99.149	0
ENST00000575524	9.112	21.254	18.545	5.417
ENST00000574548	3.448	3.11	0	0
ENST00000293861	7.517	0	11.489	1.541
ENST00000397876	0	12.345	8.44	1.791
ENST00000493672	0	0	0	0
ENST00000417493	0	0	0	0
ENST00000466183	3.595	8.756	23.393	23.159
ENST00000481947	3.774	7.069	15.274	3.71
ENST00000383018	607.787	1138.839	878.403	1136.225
ENST00000382743	471.861	705.125	428.304	404.633
ENST00000529937	9.622	39.414	21.675	22.32
ENST00000532837	431.664	310.818	435.952	192.629
ENST00000525319	0	26.945	0	0
ENST00000524564	57.806	52.586	106.055	34.088
ENST00000532956	5.701	60.481	6.565	25.374
ENST00000529382	0	12.702	0	0
ENST00000531753	1.904	0	12.337	0
ENST00000526854	1.481	1.791	0	0
ENST00000529055	10.046	17.823	26.935	2.134
ENST00000528702	4.108	0	2.735	5.364
ENST00000534381	0	0	0	0
ENST00000530067	20.068	58.017	0	8.976
ENST00000528469	0	2.544	0	0
ENST00000525776	11.747	6.366	24.442	7.557
ENST00000525237	0	0	0	0
ENST00000376477	0	8.92	6.471	7.772
ENST00000218176	150	315.08	162.581	117.228
ENST00000419374	0	0	0	0
ENST00000300291	7466.828	12064.204	5917.014	6685.663
ENST00000563860	2.028	4.054	6.19	4.053
ENST00000566340	0	131.022	95.338	146.996
ENST00000563362	0	24	2	7
ENST00000568822	0	0	0	0
ENST00000612596	2	0	1	3
ENST00000567110	132.835	1060.155	172.246	335.889
ENST00000381812	42.531	5.216	24.606	26.814
ENST00000381808	0	0	0	9.317
ENST00000339987	121.687	79.536	88.851	64.695
ENST00000360779	0	0	0	0
ENST00000467129	0	0	0	0
ENST00000615838	2.447	1.076	1.219	0
ENST00000272748	4668.75	8135.03	6095.696	4215.768
ENST00000409660	701.12	3525.452	1923.104	1632.864
ENST00000479012	0	0	0	0
ENST00000475515	0	1.422	0	0
ENST00000431754	0	1.569	1.775	0
ENST00000489827	0	0	0	0
ENST00000480788	0	2.057	3.185	0
ENST00000392540	5.417	3.439	8.59	22.562
ENST00000483230	0	0	0	0
ENST00000445472	1.126	0	0	0
ENST00000466445	0	7.201	1	6.04
ENST00000544803	450.899	1741.543	921.657	407.529
ENST00000436205	0	0	0	0
ENST00000552514	0	0	0	0
ENST00000377735	331.476	1536.118	1079.485	902.419
ENST00000270223	1771.879	2763.272	2227.491	2031.016
ENST00000537879	36.139	101.621	109.121	96.535
ENST00000602829	18.273	35.936	74.411	35.833
ENST00000601370	0	21.254	13.162	1.213
ENST00000597053	0	0	0	0
ENST00000602469	35	86	65	71
ENST00000598237	27.218	69.817	59.631	39.309
ENST00000315082	2069.389	3781.005	2688.294	2991.11
ENST00000563776	10.285	5.245	7.514	1.559
ENST00000561983	125.966	177.517	228.697	147.704
ENST00000563134	137.769	337.605	125.282	216.615
ENST00000562708	10.013	42.969	44.446	14.117
ENST00000570092	4.087	26.313	43.444	13.335
ENST00000569706	16.436	47.139	55.949	36.158
ENST00000569675	171.326	362.208	369.415	323.574
ENST00000566214	45.512	46.147	67.552	39.44
ENST00000563637	0	4.613	10.348	40.804
ENST00000570280	0	6.259	0	6.085
ENST00000567017	53.462	147.77	39.141	98.782
ENST00000568950	348.112	594.159	576.489	439.409
ENST00000602564	126.163	297.968	348.232	216.152
ENST00000562598	3.836	32.056	11.288	15.787
ENST00000562333	0	25.816	0	46.156
ENST00000561929	0	0	0	0
ENST00000569943	41.13	65.248	33.003	32.107
ENST00000566965	40.634	93.091	56.209	49.753
ENST00000568636	111.932	174.085	172.39	125.087
ENST00000569358	41.615	0	36.327	32.81
ENST00000567589	1.751	0	1.535	10.609
ENST00000565004	0	57.883	0	31.046
ENST00000561711	3.26	4.305	6.983	14.262
ENST00000564659	0	0	0	0
ENST00000569197	0	0	0	0
ENST00000562957	0	13.687	2.305	3.548
ENST00000434226	0	0	0	0
ENST00000416773	0	0	0	0
ENST00000454718	0	0	0	0
ENST00000420162	0	0	0	0
ENST00000431716	0	0	0	0
ENST00000262039	1260.252	1131.218	1644.297	1004.64
ENST00000398870	0	530.445	141.665	0
ENST00000586545	1.264	0	2.648	6.406
ENST00000590220	0	0	0	0
ENST00000585528	0	7.666	0	21.406
ENST00000591011	2.672	1.172	2.626	5.819
ENST00000589550	0	0	0	16.706
ENST00000593098	111.123	346.541	327.994	285.004
ENST00000590013	0	0	0	2.23
ENST00000597477	0	0	0	0
ENST00000589056	13.707	45.042	17.03	30.123
ENST00000587402	0	1.332	0	0
ENST00000588631	1.074	1.136	2.184	1.115
ENST00000587261	0	7.056	1	4.1
ENST00000588156	215.254	95.212	142.498	97.139
ENST00000587328	0	78.534	136.935	60.539
ENST00000639914	1674.935	3031.47	1919.544	1692.825
ENST00000334619	0	0	0	0
ENST00000532715	0	0	0	1
ENST00000525014	0	0	0	0
ENST00000531712	0	0	0	0
ENST00000525462	0	0	0	0
ENST00000532396	0	0	0	0
ENST00000454859	4780.791	5216.774	4425.037	3577.577
ENST00000531967	36.839	38.609	3.45	3.104
ENST00000474289	74.342	228.802	69.751	31.007
ENST00000368295	0	10.985	0	0
ENST00000528402	0	106.994	10.464	41.8
ENST00000454591	50.481	184.648	0	61.14
ENST00000479525	0	0	0	0
ENST00000368291	500.532	43.098	31.082	341.708
ENST00000475319	35.794	33.232	30.81	19.884
ENST00000430841	82.025	410.058	0	325.409
ENST00000368289	0	431.33	300.307	115.33
ENST00000417628	2.579	0	10.065	0
ENST00000368292	13.253	49.849	29.919	16.642
ENST00000488087	0	1.024	3.078	0
ENST00000436638	0	0	0	2.257
ENST00000460558	0	0	0	0
ENST00000461239	0	7.001	0	4
ENST00000525745	0	0	1.344	0
ENST00000534442	6.733	0	0	0
ENST00000526299	1.068	5.416	1.042	7.885
ENST00000474240	0	7.839	0	2.375
ENST00000531582	0	0	0	0
ENST00000368287	1.526	0	0	6.893
ENST00000467139	0	44.901	0	0
ENST00000446303	0	233.506	0	0
ENST00000427405	0	171.45	0	0
ENST00000454705	0	0	0	0
ENST00000420336	0	1363.814	0	0
ENST00000462925	0	0	0	0
ENST00000475991	0	32.603	7.657	0
ENST00000268154	789.036	1666.939	988.559	877.874
ENST00000559419	0	0	0	0
ENST00000558883	18.965	30.398	25.377	16.202
ENST00000559360	0	0	0	0
ENST00000560908	0	0	0	5.924
ENST00000394631	124.674	512.425	929.486	865.176
ENST00000226796	750.503	253.127	0	0
ENST00000506840	405.187	821.936	311.049	548.988
ENST00000503671	5.604	11.655	11.485	6.713
ENST00000419727	75.972	4.139	23.715	115.795
ENST00000559773	11.081	17.047	23.081	15.329
ENST00000559060	75.127	307.323	136.962	35.311
ENST00000558068	0	0	4.86	7.008
ENST00000435893	136.616	137.27	162.417	154.514
ENST00000267569	8627.422	9519.448	8280.762	5242.598
ENST00000651602	121.713	66.531	12.199	0
ENST00000437176	287.34	193.003	241.929	199.205
ENST00000566157	1269.31	1832.806	1899.849	1461.942
ENST00000569802	2	0	0	5
ENST00000562150	17.886	0	6.865	0
ENST00000561646	43.803	0	102.789	143.302
ENST00000565682	0	82.061	0	117.478
ENST00000336111	1435.473	3376.658	2363.871	2562.817
ENST00000563733	0	0	2.926	0
ENST00000568172	240.746	186.995	328.378	344.603
ENST00000569645	0	27.044	0	14.105
ENST00000568397	595.131	743.03	727.829	814.041
ENST00000565209	0	4.039	2.007	3.003
ENST00000466596	425.285	509.01	211.888	205.974
ENST00000360954	2380.46	3833.762	2625.893	2031.389
ENST00000411544	0	0	0	0
ENST00000342374	20953.001	26182.222	21009.357	14161.788
ENST00000468234	13	17	28.998	9
ENST00000255175	349.008	3574.534	1341.851	1967.474
ENST00000649547	37.255	50.419	62.613	42.697
ENST00000561140	0	1.608	2.561	0
ENST00000582809	410.735	186.712	414.194	636.06
ENST00000583843	11.417	2.021	4.802	3.001
ENST00000579450	0	0	0	3.082
ENST00000577616	0	0	0	0
ENST00000582195	0	0	2.183	1.415
ENST00000580705	11.042	7.751	1.372	7.225
ENST00000346027	605.007	1180.513	769.477	904.598
ENST00000326270	85.915	548.31	146.299	215.557
ENST00000343388	1332.557	1718.577	1541.83	1858.504
ENST00000583690	0	2.127	2.104	3.184
ENST00000581041	0	334.757	0	0
ENST00000578697	33.79	2.461	0	0
ENST00000581286	3.903	6.644	9.196	11.027
ENST00000584367	0	0	3.01	1.002
ENST00000582660	3.015	1.001	1.004	6.006
ENST00000578931	0	3	4.031	6.039
ENST00000583310	0	0	0	0
ENST00000580203	358.339	417.325	517.406	410.88
ENST00000560708	313.422	905.657	330.797	366.578
ENST00000325844	723.681	2158.83	957.884	784.645
ENST00000559125	25.364	23.967	18.97	19.883
ENST00000557974	9.627	3.416	4.499	5.648
ENST00000559323	41.953	139.662	44.662	100.096
ENST00000560850	13.566	46.303	13.791	21.404
ENST00000353598	79.919	68.079	82.06	67.968
ENST00000558406	721.944	624.082	887.888	841.089
ENST00000559557	3.606	14	8.159	26.363
ENST00000558548	0	11.047	9.814	4.534
ENST00000561262	0	41.003	17.018	9.811
ENST00000344138	0	0	0	0
ENST00000420971	0	0	0	0
ENST00000478445	0	0	0	0
ENST00000461082	0	0	0	0
ENST00000407075	0	0	0	0
ENST00000481263	0	0	0	0
ENST00000460449	0	0	0	0
ENST00000455783	0	0	0	0
ENST00000473520	0	0	0	0
ENST00000431388	1348.005	1938.148	2775.342	2242.477
ENST00000577158	0	0	0	0
ENST00000573090	74.948	107.368	81.336	172.804
ENST00000576002	0	5.928	4.274	1.22
ENST00000575067	0	0	2	1
ENST00000573173	9.047	6.003	28.993	39.116
ENST00000448818	0	0	0	0
ENST00000474657	950.723	6889.541	1182.866	2613.08
ENST00000400137	16942.689	41071.177	26921.311	28961.304
ENST00000381724	29.134	174.499	71.07	39.277
ENST00000460490	5.004	12.105	10.081	9.412
ENST00000474726	0	3.949	0	0
ENST00000381719	39.831	164.584	109.911	79.224
ENST00000381715	29.535	220.461	0	130.772
ENST00000612074	0	13.015	3.331	1.109
ENST00000614856	1027.996	2768.298	1386.297	1759.739
ENST00000618612	421.494	2369.834	480.064	508.376
ENST00000439640	378.498	1712.715	472.211	515.693
ENST00000639959	7.044	1.055	6.911	2.527
ENST00000291568	10062.134	12324.929	8407.869	6086.182
ENST00000640406	15.29	45.419	15.766	42.346
ENST00000480147	113.031	58.832	99.652	75.202
ENST00000624103	0	0	0	0
ENST00000380383	0	0	0	0
ENST00000522664	0	3.061	3.114	0
ENST00000354546	7593.705	28773.408	10770.744	18989.257
ENST00000523714	17588.135	15444.447	23982.637	35459.537
ENST00000377751	0	0	0	3.685
ENST00000521512	3137.025	3438.473	3716.844	5939.967
ENST00000517486	350.806	925.502	535.184	948.701
ENST00000519644	0	9.381	0	0
ENST00000520054	0	0	3.575	0
ENST00000517707	0	6.356	7.043	22.06
ENST00000517677	12.732	0	31.346	0
ENST00000521749	0	0	0	1.409
ENST00000517757	32.349	64.656	38.22	2.106
ENST00000520378	4.709	64.549	25.506	52.866
ENST00000523164	0	3.007	3.978	0
ENST00000519610	33	15	24	38
ENST00000274711	12	52.946	7	9
ENST00000521094	0	0	0	0
ENST00000518785	0	4.545	0	0
ENST00000523537	0	0	0	0
ENST00000624978	0	0	0	0
ENST00000303775	183.128	203.897	0	371.323
ENST00000351429	445.023	646.029	705.758	488.238
ENST00000460212	181.849	386.941	317.242	319.499
ENST00000641926	0	0	0	0
ENST00000322013	0	0	0	0
ENST00000263867	3948.566	11283.905	8809.456	4635.018
ENST00000453973	150.415	0	0	149.365
ENST00000409921	102.315	279.343	263.633	79.784
ENST00000409670	0	0	0	0
ENST00000409724	4233.909	6684.672	5297.905	4852.127
ENST00000471064	9.767	2.025	2.85	4.276
ENST00000483659	7.308	38.116	98.878	68.323
ENST00000439385	27.946	17.118	6.431	7.711
ENST00000449030	0	0	0	0
ENST00000447219	49.241	65.428	40.078	35.851
ENST00000459793	2.494	18.567	17.841	0
ENST00000409275	35.702	90.247	15.391	9.77
ENST00000415012	5.325	1.423	0	6.127
ENST00000491267	4.668	12.187	18.482	14.004
ENST00000479651	1.956	3.001	0	0
ENST00000362005	0	0	0	0
ENST00000370389	0	0	0	0
ENST00000423434	0	0	0	0
ENST00000440509	0	0	0	0
ENST00000461218	0	0	0	0
ENST00000470955	0	0	0	0
ENST00000476711	0	0	0	0
ENST00000449584	0	0	0	0
ENST00000427104	0	0	0	0
ENST00000355011	0	0	0	0
ENST00000448194	0	0	0	0
ENST00000426141	0	0	0	0
ENST00000484833	0	0	0	0
ENST00000450792	0	0	0	0
ENST00000548992	0	0	0	0
ENST00000552654	0	0	0	0
ENST00000457265	0	0	0	0
ENST00000402388	0	0	0	0
ENST00000484781	0	0	0	0
ENST00000394530	0	0	0	0
ENST00000399546	0	0	0	0
ENST00000621920	0	0	0	0
ENST00000611348	0	0	0	0
ENST00000622318	0	0	0	0
ENST00000312475	575.038	1089.299	635.928	728.733
ENST00000558660	12.317	73.284	40.173	46.286
ENST00000559538	0	0	0	0
ENST00000560703	1.975	0	0	0
ENST00000558531	38.028	37.635	31.114	57.025
ENST00000633044	0	0	0	0
ENST00000396057	0	0	0	0
ENST00000560857	0	0	0	0
ENST00000558693	0	0	0	0
ENST00000517980	0	0	0	0
ENST00000522227	2.772	0	1.206	0
ENST00000524127	0	0	0	0
ENST00000523912	0	10.066	7.66	0
ENST00000520339	26.116	41.019	18.536	24.764
ENST00000521724	132.224	1136.242	244.689	146.19
ENST00000302763	25501.51	44589.517	35715.186	36068.406
ENST00000518910	7.555	5.609	3.755	3.59
ENST00000521941	0	0	0	0
ENST00000519309	0	2.768	0	0
ENST00000519113	24.716	28.993	15.829	5.254
ENST00000520158	0	4.346	0	3.753
ENST00000518825	0	4.749	0	0
ENST00000518585	0	0	0	0
ENST00000518919	0	6.704	3.439	0
ENST00000523275	0	0	2.309	0
ENST00000522730	0	0	0	0
ENST00000517534	0	0	1.59	0
ENST00000520400	0	0	0	0
ENST00000518381	0	0	0	0
ENST00000522013	0	0	0	0
ENST00000520260	0	0	0	0
ENST00000524292	0	0	0	0
ENST00000523298	0	0	0	0
ENST00000520865	0	0	0	0
ENST00000519634	0	0	0	0
ENST00000517533	0	0	0	0
ENST00000523685	0	0	0	0
ENST00000518263	0	0	0	0
ENST00000519768	0	0	0	0
ENST00000517656	0	0	0	0
ENST00000521683	0	0	0	0
ENST00000521640	0	0	0	0
ENST00000519116	0	0	0	0
ENST00000522052	0	3.369	3.241	0.835
ENST00000520522	0	0	0	0
ENST00000517904	0	0	1.097	2.325
ENST00000521368	125.356	279.42	59.858	391.748
ENST00000521387	114.591	93.917	176.466	146.337
ENST00000519489	2.634	1.371	5.034	11.653
ENST00000520520	0	2.35	4.453	7.819
ENST00000522792	70.367	197.046	270.86	229.909
ENST00000627109	140.28	472.754	406.291	175.581
ENST00000540387	0	0	0	0
ENST00000641490	0	0	0	0
ENST00000359350	0	0	0	0
ENST00000369390	47.893	777.371	116.778	288.101
ENST00000355228	0	81.565	0	75.18
ENST00000619376	0	61.037	0	0
ENST00000471903	0	0	0	0
ENST00000452190	0	0	0	1.623
ENST00000468129	0	0	0	0
ENST00000616749	6	4.562	3.705	2
ENST00000434505	0	0	0	0
ENST00000411750	0	0	0	0
ENST00000457648	0	0	0	0
ENST00000413453	0	0	0	0
ENST00000415044	0	0	1	0
ENST00000483604	0	0	0	0
ENST00000479938	0	0	0	0
ENST00000626814	0	0	0	0
ENST00000269394	0	0	0	1
ENST00000572562	0	0	0	0
ENST00000469527	7.681	0	0	0
ENST00000463187	0	0	0	0
ENST00000520959	0	0	0	0
ENST00000524029	0	0	0	0
ENST00000522701	0	0	0	0
ENST00000650287	21	0	0	0
ENST00000519773	0	0	0	0
ENST00000521994	0	0	0	0
ENST00000523696	0	0	0	0
ENST00000650478	0	0	0	0
ENST00000557842	0	0	33.588	42.312
ENST00000606927	48	98	155	101
ENST00000564406	93.164	200.428	207.891	193.655
ENST00000557837	47.178	84.519	16.314	0
ENST00000268148	266.605	629.702	339.832	376.292
ENST00000558413	0	0	0	0
ENST00000559656	0	0	0	0
ENST00000444300	0	0	0	0
ENST00000322101	0	0	0	0
ENST00000424496	0	0	0	0
ENST00000613313	0	0	0	0
ENST00000623849	0	0	0	0
ENST00000383467	0	0	0	0
ENST00000662483	0	0	4.939	0
ENST00000530460	9.079	24.655	0	22.052
ENST00000531207	14.117	0	0	3.026
ENST00000663165	305.215	144.862	145.15	95.448
ENST00000321844	5.372	7.276	11.341	9.135
ENST00000607673	13.586	15.132	13.013	16.339
ENST00000667240	0	4.576	0	0
ENST00000529331	4.633	8.499	0	0
ENST00000531785	0	0	0	0
ENST00000670896	0	0	2.557	0
ENST00000534586	0	0	0	0
ENST00000484577	0	0	5.192	2.086
ENST00000469818	0	0	0	0
ENST00000572977	11.079	22.983	4.055	25.015
ENST00000572267	2.356	0	2.186	0
ENST00000573363	0	0	0	0
ENST00000570947	0	0	0	0
ENST00000576599	6.537	3.93	3.292	0
ENST00000320865	106.74	180.457	112.924	0
ENST00000571301	36.925	126.466	128.374	88.26
ENST00000571954	22.42	21.406	0	0
ENST00000573629	0	0	0	0
ENST00000571218	0	0	4	0
ENST00000587885	16.83	1672.391	0	0
ENST00000292433	16474.132	11734.417	8297.069	5803.572
ENST00000588173	979.244	820.909	676.489	800.947
ENST00000380527	6240.536	8456.665	7129.802	7252.04
ENST00000322110	0	0	0	0
ENST00000641672	0	0	0	0
ENST00000342595	0	0	0	0
ENST00000378220	0	0	0	0
ENST00000486842	0	0	0	0
ENST00000380371	0	0	0	0
ENST00000367123	2056.712	3546.858	2416.122	2323
ENST00000617209	0	0	0	0
ENST00000412759	0	0	0	0
ENST00000613462	0	0	0	0
ENST00000304465	0	106.002	97.554	44.825
ENST00000317735	5.834	1	7.83	1
ENST00000650907	0	0	0	0
ENST00000652276	2.166	0	11.17	0
ENST00000477339	0	0	0	0
ENST00000380390	0	0	0	0
ENST00000300762	0	0	0	0
ENST00000393743	899	1210.537	503	506.513
ENST00000511317	0	11.419	0	17.839
ENST00000507815	0	0	0	0
ENST00000505393	0	0	0	0
ENST00000513997	0	0	0	0
ENST00000514995	0	0	0	0
ENST00000452562	0	0	0	0
ENST00000490624	0	0	0	0
ENST00000420778	0	0	0	0
ENST00000427556	0	0	0	0
ENST00000476214	22.632	0	0	0
ENST00000552922	131.142	0	0	0
ENST00000618770	9.608	29.488	11.044	3.243
ENST00000617804	0	0	0	1.18
ENST00000612634	0	0	0	0
ENST00000594814	11	2.693	6	0
ENST00000327908	0	9.307	0	6
ENST00000648594	0	1.414	0	0
ENST00000344548	19103.577	27608.732	24833.828	23436.166
ENST00000498236	67.158	286.242	69.001	79.428
ENST00000315554	2623.117	3630.78	3334.33	4114.504
ENST00000656825	81.207	299.418	104.433	108.542
ENST00000651171	0	0	0	0
ENST00000652582	2.27	2.618	5.655	11.223
ENST00000667384	81.741	195.694	202.093	169.152
ENST00000411827	0	47.592	21.73	23.369
ENST00000662562	26.507	1.423	1.428	1.415
ENST00000400259	0	3019.046	0	0
ENST00000322049	0	0	0	0
ENST00000380378	0	0	0	0
ENST00000648326	242.735	469.202	191.269	237.882
ENST00000380274	159.228	179.582	123.731	86.119
ENST00000641898	0	0	0	0
ENST00000380373	0	0	0	0
ENST00000229922	2566.648	5218.281	6732.744	3427.13
ENST00000489374	0	0	4.575	35.767
ENST00000378990	42.134	226.621	206.631	77.619
ENST00000493172	0	0	0	0
ENST00000479291	0	0	0	0
ENST00000465994	96.855	151.564	133.444	62.057
ENST00000476263	0	0	1.182	0
ENST00000616440	27.15	47.628	26.751	57.492
ENST00000611958	0	0	0	0
ENST00000502536	222.671	383.466	207.445	325.222
ENST00000274276	12693.281	9795.625	7637.359	8663.32
ENST00000513831	12.027	2.908	8.234	33.471
ENST00000509237	5	1.105	13.563	5.016
ENST00000508882	0	0	0	0
ENST00000416153	0	0	0	0
ENST00000614587	0	0	0	0.333
ENST00000651931	0	0	0	0
ENST00000370357	1	0	0	0
ENST00000464219	0	0	0	0
ENST00000622895	0	0	0	0
ENST00000620691	0	0	0	0
ENST00000264228	1369.254	1080.928	796.321	635.867
ENST00000505210	145.367	59.119	115.031	105.908
